county,precint,office,district,candidate,party,votes
Escambia,Precinct 7,Amendment 2,,Yes,NON,2104
Escambia,Precinct 11,Amendment 2,,Yes,NON,345
Escambia,Precinct 14,Amendment 2,,Yes,NON,1176
Escambia,Precinct 15,Amendment 2,,Yes,NON,919
Escambia,Precinct 18,Amendment 2,,Yes,NON,144
Escambia,Precinct 19,Amendment 2,,Yes,NON,1247
Escambia,Precinct 21,Amendment 2,,Yes,NON,1170
Escambia,Precinct 22,Amendment 2,,Yes,NON,540
Escambia,Precinct 23,Amendment 2,,Yes,NON,244
Escambia,Precinct 24,Amendment 2,,Yes,NON,1499
Escambia,Precinct 25,Amendment 2,,Yes,NON,595
Escambia,Precinct 26,Amendment 2,,Yes,NON,2543
Escambia,Precinct 28,Amendment 2,,Yes,NON,1451
Escambia,Precinct 29,Amendment 2,,Yes,NON,948
Escambia,Precinct 30,Amendment 2,,Yes,NON,984
Escambia,Precinct 31,Amendment 2,,Yes,NON,1068
Escambia,Precinct 32,Amendment 2,,Yes,NON,275
Escambia,Precinct 33,Amendment 2,,Yes,NON,329
Escambia,Precinct 34,Amendment 2,,Yes,NON,1363
Escambia,Precinct 35,Amendment 2,,Yes,NON,975
Escambia,Precinct 36,Amendment 2,,Yes,NON,1120
Escambia,Precinct 38,Amendment 2,,Yes,NON,1424
Escambia,Precinct 40,Amendment 2,,Yes,NON,742
Escambia,Precinct 41,Amendment 2,,Yes,NON,1192
Escambia,Precinct 42,Amendment 2,,Yes,NON,1196
Escambia,Precinct 43,Amendment 2,,Yes,NON,1980
Escambia,Precinct 46,Amendment 2,,Yes,NON,978
Escambia,Precinct 47,Amendment 2,,Yes,NON,727
Escambia,Precinct 48,Amendment 2,,Yes,NON,898
Escambia,Precinct 49,Amendment 2,,Yes,NON,846
Escambia,Precinct 50,Amendment 2,,Yes,NON,267
Escambia,Precinct 51,Amendment 2,,Yes,NON,1552
Escambia,Precinct 54,Amendment 2,,Yes,NON,995
Escambia,Precinct 55,Amendment 2,,Yes,NON,932
Escambia,Precinct 56,Amendment 2,,Yes,NON,1051
Escambia,Precinct 58,Amendment 2,,Yes,NON,426
Escambia,Precinct 60,Amendment 2,,Yes,NON,569
Escambia,Precinct 61,Amendment 2,,Yes,NON,1256
Escambia,Precinct 62,Amendment 2,,Yes,NON,1538
Escambia,Precinct 63,Amendment 2,,Yes,NON,645
Escambia,Precinct 64,Amendment 2,,Yes,NON,1246
Escambia,Precinct 67,Amendment 2,,Yes,NON,2338
Escambia,Precinct 68,Amendment 2,,Yes,NON,987
Escambia,Precinct 69,Amendment 2,,Yes,NON,2283
Escambia,Precinct 70,Amendment 2,,Yes,NON,1328
Escambia,Precinct 71,Amendment 2,,Yes,NON,871
Escambia,Precinct 72,Amendment 2,,Yes,NON,412
Escambia,Precinct 73,Amendment 2,,Yes,NON,1636
Escambia,Precinct 74,Amendment 2,,Yes,NON,1968
Escambia,Precinct 75,Amendment 2,,Yes,NON,1772
Escambia,Precinct 77,Amendment 2,,Yes,NON,1020
Escambia,Precinct 80,Amendment 2,,Yes,NON,448
Escambia,Precinct 82,Amendment 2,,Yes,NON,480
Escambia,Precinct 83,Amendment 2,,Yes,NON,989
Escambia,Precinct 86,Amendment 2,,Yes,NON,1227
Escambia,Precinct 88,Amendment 2,,Yes,NON,868
Escambia,Precinct 90,Amendment 2,,Yes,NON,843
Escambia,Precinct 91,Amendment 2,,Yes,NON,2514
Escambia,Precinct 94,Amendment 2,,Yes,NON,974
Escambia,Precinct 95,Amendment 2,,Yes,NON,814
Escambia,Precinct 97,Amendment 2,,Yes,NON,704
Escambia,Precinct 98,Amendment 2,,Yes,NON,2026
Escambia,Precinct 99,Amendment 2,,Yes,NON,671
Escambia,Precinct 101,Amendment 2,,Yes,NON,999
Escambia,Precinct 102,Amendment 2,,Yes,NON,1119
Escambia,Precinct 103,Amendment 2,,Yes,NON,1248
Escambia,Precinct 104,Amendment 2,,Yes,NON,1138
Escambia,Precinct 105,Amendment 2,,Yes,NON,1861
Escambia,Precinct 106,Amendment 2,,Yes,NON,893
Escambia,Precinct 107,Amendment 2,,Yes,NON,1788
Escambia,Precinct 108,Amendment 2,,Yes,NON,1719
Escambia,Precinct 110,Amendment 2,,Yes,NON,398
Escambia,Precinct 111,Amendment 2,,Yes,NON,1297
Escambia,Precinct 112,Amendment 2,,Yes,NON,2510
Escambia,Precinct 113,Amendment 2,,Yes,NON,641
Escambia,Precinct 114,Amendment 2,,Yes,NON,1054
Escambia,Precinct 1,Amendment 2,,No,NON,1529
Escambia,Precinct 3,Amendment 2,,No,NON,980
Escambia,Precinct 5,Amendment 2,,No,NON,1244
Escambia,Precinct 6,Amendment 2,,No,NON,723
Escambia,Precinct 7,Amendment 2,,No,NON,2830
Escambia,Precinct 11,Amendment 2,,No,NON,538
Escambia,Precinct 14,Amendment 2,,No,NON,287
Escambia,Precinct 15,Amendment 2,,No,NON,790
Escambia,Precinct 18,Amendment 2,,No,NON,300
Escambia,Precinct 19,Amendment 2,,No,NON,2016
Escambia,Precinct 21,Amendment 2,,No,NON,1124
Escambia,Precinct 22,Amendment 2,,No,NON,218
Escambia,Precinct 23,Amendment 2,,No,NON,380
Escambia,Precinct 24,Amendment 2,,No,NON,1241
Escambia,Precinct 25,Amendment 2,,No,NON,411
Escambia,Precinct 26,Amendment 2,,No,NON,2068
Escambia,Precinct 28,Amendment 2,,No,NON,324
Escambia,Precinct 29,Amendment 2,,No,NON,452
Escambia,Precinct 30,Amendment 2,,No,NON,1052
Escambia,Precinct 31,Amendment 2,,No,NON,422
Escambia,Precinct 32,Amendment 2,,No,NON,195
Escambia,Precinct 33,Amendment 2,,No,NON,628
Escambia,Precinct 34,Amendment 2,,No,NON,331
Escambia,Precinct 35,Amendment 2,,No,NON,782
Escambia,Precinct 36,Amendment 2,,No,NON,1348
Escambia,Precinct 38,Amendment 2,,No,NON,1661
Escambia,Precinct 40,Amendment 2,,No,NON,660
Escambia,Precinct 41,Amendment 2,,No,NON,694
Escambia,Precinct 42,Amendment 2,,No,NON,1144
Escambia,Precinct 43,Amendment 2,,No,NON,2500
Escambia,Precinct 46,Amendment 2,,No,NON,1124
Escambia,Precinct 47,Amendment 2,,No,NON,213
Escambia,Precinct 48,Amendment 2,,No,NON,165
Escambia,Precinct 49,Amendment 2,,No,NON,438
Escambia,Precinct 50,Amendment 2,,No,NON,215
Escambia,Precinct 51,Amendment 2,,No,NON,1010
Escambia,Precinct 54,Amendment 2,,No,NON,696
Escambia,Precinct 55,Amendment 2,,No,NON,775
Escambia,Precinct 56,Amendment 2,,No,NON,471
Escambia,Precinct 58,Amendment 2,,No,NON,440
Escambia,Precinct 60,Amendment 2,,No,NON,92
Escambia,Precinct 61,Amendment 2,,No,NON,799
Escambia,Precinct 62,Amendment 2,,No,NON,846
Escambia,Precinct 63,Amendment 2,,No,NON,88
Escambia,Precinct 64,Amendment 2,,No,NON,884
Escambia,Precinct 67,Amendment 2,,No,NON,2262
Escambia,Precinct 68,Amendment 2,,No,NON,785
Escambia,Precinct 69,Amendment 2,,No,NON,1318
Escambia,Precinct 70,Amendment 2,,No,NON,734
Escambia,Precinct 71,Amendment 2,,No,NON,472
Escambia,Precinct 72,Amendment 2,,No,NON,292
Escambia,Precinct 73,Amendment 2,,No,NON,1442
Escambia,Precinct 74,Amendment 2,,No,NON,2421
Escambia,Precinct 75,Amendment 2,,No,NON,1098
Escambia,Precinct 77,Amendment 2,,No,NON,402
Escambia,Precinct 80,Amendment 2,,No,NON,374
Escambia,Precinct 82,Amendment 2,,No,NON,158
Escambia,Precinct 83,Amendment 2,,No,NON,705
Escambia,Precinct 86,Amendment 2,,No,NON,958
Escambia,Precinct 88,Amendment 2,,No,NON,546
Escambia,Precinct 90,Amendment 2,,No,NON,215
Escambia,Precinct 91,Amendment 2,,No,NON,1819
Escambia,Precinct 94,Amendment 2,,No,NON,1367
Escambia,Precinct 95,Amendment 2,,No,NON,851
Escambia,Precinct 97,Amendment 2,,No,NON,721
Escambia,Precinct 98,Amendment 2,,No,NON,454
Escambia,Precinct 99,Amendment 2,,No,NON,459
Escambia,Precinct 101,Amendment 2,,No,NON,758
Escambia,Precinct 102,Amendment 2,,No,NON,818
Escambia,Precinct 103,Amendment 2,,No,NON,338
Escambia,Precinct 104,Amendment 2,,No,NON,366
Escambia,Precinct 105,Amendment 2,,No,NON,1884
Escambia,Precinct 106,Amendment 2,,No,NON,644
Escambia,Precinct 107,Amendment 2,,No,NON,1509
Escambia,Precinct 108,Amendment 2,,No,NON,1145
Escambia,Precinct 110,Amendment 2,,No,NON,951
Escambia,Precinct 111,Amendment 2,,No,NON,1203
Escambia,Precinct 112,Amendment 2,,No,NON,2536
Escambia,Precinct 113,Amendment 2,,No,NON,390
Escambia,Precinct 114,Amendment 2,,No,NON,1255
Escambia,Precinct 1,Amendment 3,,Yes,NON,2416
Escambia,Precinct 3,Amendment 3,,Yes,NON,1767
Escambia,Precinct 5,Amendment 3,,Yes,NON,1372
Escambia,Precinct 6,Amendment 3,,Yes,NON,830
Escambia,Precinct 7,Amendment 3,,Yes,NON,2820
Escambia,Precinct 11,Amendment 3,,Yes,NON,491
Escambia,Precinct 14,Amendment 3,,Yes,NON,1004
Escambia,Precinct 15,Amendment 3,,Yes,NON,1041
Escambia,Precinct 18,Amendment 3,,Yes,NON,220
Escambia,Precinct 19,Amendment 3,,Yes,NON,1900
Escambia,Precinct 21,Amendment 3,,Yes,NON,1467
Escambia,Precinct 22,Amendment 3,,Yes,NON,549
Escambia,Precinct 23,Amendment 3,,Yes,NON,361
Escambia,Precinct 24,Amendment 3,,Yes,NON,1715
Escambia,Precinct 25,Amendment 3,,Yes,NON,566
Escambia,Precinct 26,Amendment 3,,Yes,NON,2984
Escambia,Precinct 28,Amendment 3,,Yes,NON,1253
Escambia,Precinct 29,Amendment 3,,Yes,NON,891
Escambia,Precinct 30,Amendment 3,,Yes,NON,1097
Escambia,Precinct 31,Amendment 3,,Yes,NON,918
Escambia,Precinct 32,Amendment 3,,Yes,NON,277
Escambia,Precinct 33,Amendment 3,,Yes,NON,508
Escambia,Precinct 34,Amendment 3,,Yes,NON,1231
Escambia,Precinct 35,Amendment 3,,Yes,NON,1036
Escambia,Precinct 36,Amendment 3,,Yes,NON,1460
Escambia,Precinct 38,Amendment 3,,Yes,NON,1732
Escambia,Precinct 40,Amendment 3,,Yes,NON,731
Escambia,Precinct 41,Amendment 3,,Yes,NON,1096
Escambia,Precinct 42,Amendment 3,,Yes,NON,1241
Escambia,Precinct 43,Amendment 3,,Yes,NON,2605
Escambia,Precinct 46,Amendment 3,,Yes,NON,1099
Escambia,Precinct 47,Amendment 3,,Yes,NON,716
Escambia,Precinct 48,Amendment 3,,Yes,NON,749
Escambia,Precinct 49,Amendment 3,,Yes,NON,862
Escambia,Precinct 50,Amendment 3,,Yes,NON,280
Escambia,Precinct 51,Amendment 3,,Yes,NON,1653
Escambia,Precinct 54,Amendment 3,,Yes,NON,1111
Escambia,Precinct 55,Amendment 3,,Yes,NON,1137
Escambia,Precinct 56,Amendment 3,,Yes,NON,1017
Escambia,Precinct 58,Amendment 3,,Yes,NON,411
Escambia,Precinct 60,Amendment 3,,Yes,NON,483
Escambia,Precinct 61,Amendment 3,,Yes,NON,1413
Escambia,Precinct 62,Amendment 3,,Yes,NON,1598
Escambia,Precinct 63,Amendment 3,,Yes,NON,511
Escambia,Precinct 64,Amendment 3,,Yes,NON,1297
Escambia,Precinct 67,Amendment 3,,Yes,NON,2847
Escambia,Precinct 68,Amendment 3,,Yes,NON,1141
Escambia,Precinct 69,Amendment 3,,Yes,NON,2415
Escambia,Precinct 70,Amendment 3,,Yes,NON,1325
Escambia,Precinct 71,Amendment 3,,Yes,NON,904
Escambia,Precinct 72,Amendment 3,,Yes,NON,388
Escambia,Precinct 73,Amendment 3,,Yes,NON,2021
Escambia,Precinct 74,Amendment 3,,Yes,NON,2573
Escambia,Precinct 75,Amendment 3,,Yes,NON,1933
Escambia,Precinct 77,Amendment 3,,Yes,NON,1024
Escambia,Precinct 80,Amendment 3,,Yes,NON,537
Escambia,Precinct 82,Amendment 3,,Yes,NON,485
Escambia,Precinct 83,Amendment 3,,Yes,NON,1139
Escambia,Precinct 86,Amendment 3,,Yes,NON,1415
Escambia,Precinct 88,Amendment 3,,Yes,NON,924
Escambia,Precinct 90,Amendment 3,,Yes,NON,706
Escambia,Precinct 91,Amendment 3,,Yes,NON,2829
Escambia,Precinct 94,Amendment 3,,Yes,NON,1181
Escambia,Precinct 95,Amendment 3,,Yes,NON,1030
Escambia,Precinct 97,Amendment 3,,Yes,NON,755
Escambia,Precinct 98,Amendment 3,,Yes,NON,1601
Escambia,Precinct 99,Amendment 3,,Yes,NON,772
Escambia,Precinct 101,Amendment 3,,Yes,NON,1165
Escambia,Precinct 102,Amendment 3,,Yes,NON,1213
Escambia,Precinct 103,Amendment 3,,Yes,NON,1134
Escambia,Precinct 104,Amendment 3,,Yes,NON,1083
Escambia,Precinct 105,Amendment 3,,Yes,NON,2325
Escambia,Precinct 106,Amendment 3,,Yes,NON,1005
Escambia,Precinct 107,Amendment 3,,Yes,NON,2002
Escambia,Precinct 108,Amendment 3,,Yes,NON,1805
Escambia,Precinct 110,Amendment 3,,Yes,NON,675
Escambia,Precinct 111,Amendment 3,,Yes,NON,1458
Escambia,Precinct 112,Amendment 3,,Yes,NON,3086
Escambia,Precinct 113,Amendment 3,,Yes,NON,635
Escambia,Precinct 114,Amendment 3,,Yes,NON,1379
Escambia,Precinct 1,Amendment 3,,No,NON,1146
Escambia,Precinct 3,Amendment 3,,No,NON,827
Escambia,Precinct 5,Amendment 3,,No,NON,978
Escambia,Precinct 6,Amendment 3,,No,NON,460
Escambia,Precinct 7,Amendment 3,,No,NON,2026
Escambia,Precinct 11,Amendment 3,,No,NON,367
Escambia,Precinct 14,Amendment 3,,No,NON,426
Escambia,Precinct 15,Amendment 3,,No,NON,644
Escambia,Precinct 18,Amendment 3,,No,NON,215
Escambia,Precinct 19,Amendment 3,,No,NON,1300
Escambia,Precinct 21,Amendment 3,,No,NON,793
Escambia,Precinct 22,Amendment 3,,No,NON,187
Escambia,Precinct 23,Amendment 3,,No,NON,245
Escambia,Precinct 24,Amendment 3,,No,NON,975
Escambia,Precinct 25,Amendment 3,,No,NON,414
Escambia,Precinct 26,Amendment 3,,No,NON,1571
Escambia,Precinct 28,Amendment 3,,No,NON,491
Escambia,Precinct 29,Amendment 3,,No,NON,481
Escambia,Precinct 30,Amendment 3,,No,NON,908
Escambia,Precinct 31,Amendment 3,,No,NON,546
Escambia,Precinct 32,Amendment 3,,No,NON,181
Escambia,Precinct 33,Amendment 3,,No,NON,439
Escambia,Precinct 34,Amendment 3,,No,NON,425
Escambia,Precinct 35,Amendment 3,,No,NON,707
Escambia,Precinct 36,Amendment 3,,No,NON,966
Escambia,Precinct 38,Amendment 3,,No,NON,1309
Escambia,Precinct 40,Amendment 3,,No,NON,649
Escambia,Precinct 41,Amendment 3,,No,NON,755
Escambia,Precinct 42,Amendment 3,,No,NON,1071
Escambia,Precinct 43,Amendment 3,,No,NON,1812
Escambia,Precinct 46,Amendment 3,,No,NON,975
Escambia,Precinct 47,Amendment 3,,No,NON,204
Escambia,Precinct 48,Amendment 3,,No,NON,277
Escambia,Precinct 49,Amendment 3,,No,NON,399
Escambia,Precinct 50,Amendment 3,,No,NON,202
Escambia,Precinct 51,Amendment 3,,No,NON,876
Escambia,Precinct 54,Amendment 3,,No,NON,560
Escambia,Precinct 55,Amendment 3,,No,NON,539
Escambia,Precinct 56,Amendment 3,,No,NON,482
Escambia,Precinct 58,Amendment 3,,No,NON,445
Escambia,Precinct 60,Amendment 3,,No,NON,157
Escambia,Precinct 61,Amendment 3,,No,NON,595
Escambia,Precinct 62,Amendment 3,,No,NON,736
Escambia,Precinct 63,Amendment 3,,No,NON,198
Escambia,Precinct 64,Amendment 3,,No,NON,789
Escambia,Precinct 67,Amendment 3,,No,NON,1682
Escambia,Precinct 68,Amendment 3,,No,NON,585
Escambia,Precinct 69,Amendment 3,,No,NON,1115
Escambia,Precinct 70,Amendment 3,,No,NON,702
Escambia,Precinct 71,Amendment 3,,No,NON,409
Escambia,Precinct 72,Amendment 3,,No,NON,304
Escambia,Precinct 73,Amendment 3,,No,NON,1016
Escambia,Precinct 74,Amendment 3,,No,NON,1759
Escambia,Precinct 75,Amendment 3,,No,NON,891
Escambia,Precinct 77,Amendment 3,,No,NON,365
Escambia,Precinct 80,Amendment 3,,No,NON,266
Escambia,Precinct 82,Amendment 3,,No,NON,139
Escambia,Precinct 83,Amendment 3,,No,NON,523
Escambia,Precinct 86,Amendment 3,,No,NON,740
Escambia,Precinct 88,Amendment 3,,No,NON,463
Escambia,Precinct 90,Amendment 3,,No,NON,323
Escambia,Precinct 91,Amendment 3,,No,NON,1440
Escambia,Precinct 94,Amendment 3,,No,NON,1124
Escambia,Precinct 95,Amendment 3,,No,NON,616
Escambia,Precinct 97,Amendment 3,,No,NON,656
Escambia,Precinct 98,Amendment 3,,No,NON,821
Escambia,Precinct 99,Amendment 3,,No,NON,345
Escambia,Precinct 101,Amendment 3,,No,NON,561
Escambia,Precinct 102,Amendment 3,,No,NON,705
Escambia,Precinct 103,Amendment 3,,No,NON,422
Escambia,Precinct 104,Amendment 3,,No,NON,391
Escambia,Precinct 105,Amendment 3,,No,NON,1373
Escambia,Precinct 106,Amendment 3,,No,NON,515
Escambia,Precinct 107,Amendment 3,,No,NON,1230
Escambia,Precinct 108,Amendment 3,,No,NON,999
Escambia,Precinct 110,Amendment 3,,No,NON,635
Escambia,Precinct 111,Amendment 3,,No,NON,1015
Escambia,Precinct 112,Amendment 3,,No,NON,1891
Escambia,Precinct 113,Amendment 3,,No,NON,362
Escambia,Precinct 114,Amendment 3,,No,NON,888
Escambia,Precinct 1,Amendment 4,,Yes,NON,1870
Escambia,Precinct 3,Amendment 4,,Yes,NON,1502
Escambia,Precinct 5,Amendment 4,,Yes,NON,1304
Escambia,Precinct 6,Amendment 4,,Yes,NON,756
Escambia,Precinct 7,Amendment 4,,Yes,NON,2548
Escambia,Precinct 11,Amendment 4,,Yes,NON,546
Escambia,Precinct 14,Amendment 4,,Yes,NON,828
Escambia,Precinct 15,Amendment 4,,Yes,NON,714
Escambia,Precinct 18,Amendment 4,,Yes,NON,246
Escambia,Precinct 19,Amendment 4,,Yes,NON,1915
Escambia,Precinct 21,Amendment 4,,Yes,NON,1348
Escambia,Precinct 22,Amendment 4,,Yes,NON,481
Escambia,Precinct 23,Amendment 4,,Yes,NON,378
Escambia,Precinct 24,Amendment 4,,Yes,NON,1417
Escambia,Precinct 25,Amendment 4,,Yes,NON,465
Escambia,Precinct 26,Amendment 4,,Yes,NON,2554
Escambia,Precinct 28,Amendment 4,,Yes,NON,1098
Escambia,Precinct 29,Amendment 4,,Yes,NON,601
Escambia,Precinct 30,Amendment 4,,Yes,NON,876
Escambia,Precinct 31,Amendment 4,,Yes,NON,687
Escambia,Precinct 32,Amendment 4,,Yes,NON,214
Escambia,Precinct 33,Amendment 4,,Yes,NON,545
Escambia,Precinct 34,Amendment 4,,Yes,NON,1063
Escambia,Precinct 35,Amendment 4,,Yes,NON,777
Escambia,Precinct 36,Amendment 4,,Yes,NON,1446
Escambia,Precinct 38,Amendment 4,,Yes,NON,1580
Escambia,Precinct 40,Amendment 4,,Yes,NON,589
Escambia,Precinct 41,Amendment 4,,Yes,NON,761
Escambia,Precinct 42,Amendment 4,,Yes,NON,1006
Escambia,Precinct 43,Amendment 4,,Yes,NON,2329
Escambia,Precinct 46,Amendment 4,,Yes,NON,857
Escambia,Precinct 47,Amendment 4,,Yes,NON,610
Escambia,Precinct 48,Amendment 4,,Yes,NON,638
Escambia,Precinct 49,Amendment 4,,Yes,NON,706
Escambia,Precinct 50,Amendment 4,,Yes,NON,211
Escambia,Precinct 51,Amendment 4,,Yes,NON,1319
Escambia,Precinct 54,Amendment 4,,Yes,NON,955
Escambia,Precinct 55,Amendment 4,,Yes,NON,972
Escambia,Precinct 56,Amendment 4,,Yes,NON,771
Escambia,Precinct 58,Amendment 4,,Yes,NON,394
Escambia,Precinct 60,Amendment 4,,Yes,NON,410
Escambia,Precinct 61,Amendment 4,,Yes,NON,1153
Escambia,Precinct 62,Amendment 4,,Yes,NON,1343
Escambia,Precinct 63,Amendment 4,,Yes,NON,440
Escambia,Precinct 64,Amendment 4,,Yes,NON,1122
Escambia,Precinct 67,Amendment 4,,Yes,NON,2318
Escambia,Precinct 68,Amendment 4,,Yes,NON,945
Escambia,Precinct 69,Amendment 4,,Yes,NON,2009
Escambia,Precinct 70,Amendment 4,,Yes,NON,1159
Escambia,Precinct 71,Amendment 4,,Yes,NON,701
Escambia,Precinct 72,Amendment 4,,Yes,NON,308
Escambia,Precinct 73,Amendment 4,,Yes,NON,1646
Escambia,Precinct 74,Amendment 4,,Yes,NON,2374
Escambia,Precinct 75,Amendment 4,,Yes,NON,1655
Escambia,Precinct 77,Amendment 4,,Yes,NON,845
Escambia,Precinct 80,Amendment 4,,Yes,NON,451
Escambia,Precinct 82,Amendment 4,,Yes,NON,404
Escambia,Precinct 83,Amendment 4,,Yes,NON,1009
Escambia,Precinct 86,Amendment 4,,Yes,NON,1233
Escambia,Precinct 88,Amendment 4,,Yes,NON,736
Escambia,Precinct 90,Amendment 4,,Yes,NON,549
Escambia,Precinct 91,Amendment 4,,Yes,NON,2169
Escambia,Precinct 94,Amendment 4,,Yes,NON,1027
Escambia,Precinct 95,Amendment 4,,Yes,NON,848
Escambia,Precinct 97,Amendment 4,,Yes,NON,608
Escambia,Precinct 98,Amendment 4,,Yes,NON,1221
Escambia,Precinct 99,Amendment 4,,Yes,NON,660
Escambia,Precinct 101,Amendment 4,,Yes,NON,986
Escambia,Precinct 102,Amendment 4,,Yes,NON,1105
Escambia,Precinct 103,Amendment 4,,Yes,NON,985
Escambia,Precinct 104,Amendment 4,,Yes,NON,921
Escambia,Precinct 105,Amendment 4,,Yes,NON,1852
Escambia,Precinct 106,Amendment 4,,Yes,NON,810
Escambia,Precinct 107,Amendment 4,,Yes,NON,1530
Escambia,Precinct 108,Amendment 4,,Yes,NON,1398
Escambia,Precinct 110,Amendment 4,,Yes,NON,900
Escambia,Precinct 111,Amendment 4,,Yes,NON,1225
Escambia,Precinct 112,Amendment 4,,Yes,NON,2730
Escambia,Precinct 113,Amendment 4,,Yes,NON,587
Escambia,Precinct 114,Amendment 4,,Yes,NON,1202
Escambia,Precinct 1,Amendment 4,,No,NON,1755
Escambia,Precinct 3,Amendment 4,,No,NON,1119
Escambia,Precinct 5,Amendment 4,,No,NON,1074
Escambia,Precinct 6,Amendment 4,,No,NON,588
Escambia,Precinct 7,Amendment 4,,No,NON,2345
Escambia,Precinct 11,Amendment 4,,No,NON,337
Escambia,Precinct 14,Amendment 4,,No,NON,631
Escambia,Precinct 15,Amendment 4,,No,NON,979
Escambia,Precinct 18,Amendment 4,,No,NON,194
Escambia,Precinct 19,Amendment 4,,No,NON,1343
Escambia,Precinct 21,Amendment 4,,No,NON,957
Escambia,Precinct 22,Amendment 4,,No,NON,270
Escambia,Precinct 23,Amendment 4,,No,NON,237
Escambia,Precinct 24,Amendment 4,,No,NON,1316
Escambia,Precinct 25,Amendment 4,,No,NON,544
Escambia,Precinct 26,Amendment 4,,No,NON,2054
Escambia,Precinct 28,Amendment 4,,No,NON,668
Escambia,Precinct 29,Amendment 4,,No,NON,759
Escambia,Precinct 30,Amendment 4,,No,NON,1131
Escambia,Precinct 31,Amendment 4,,No,NON,788
Escambia,Precinct 32,Amendment 4,,No,NON,241
Escambia,Precinct 33,Amendment 4,,No,NON,398
Escambia,Precinct 34,Amendment 4,,No,NON,616
Escambia,Precinct 35,Amendment 4,,No,NON,970
Escambia,Precinct 36,Amendment 4,,No,NON,1044
Escambia,Precinct 38,Amendment 4,,No,NON,1483
Escambia,Precinct 40,Amendment 4,,No,NON,790
Escambia,Precinct 41,Amendment 4,,No,NON,1097
Escambia,Precinct 42,Amendment 4,,No,NON,1301
Escambia,Precinct 43,Amendment 4,,No,NON,2135
Escambia,Precinct 46,Amendment 4,,No,NON,1220
Escambia,Precinct 47,Amendment 4,,No,NON,324
Escambia,Precinct 48,Amendment 4,,No,NON,411
Escambia,Precinct 49,Amendment 4,,No,NON,570
Escambia,Precinct 50,Amendment 4,,No,NON,273
Escambia,Precinct 51,Amendment 4,,No,NON,1212
Escambia,Precinct 54,Amendment 4,,No,NON,729
Escambia,Precinct 55,Amendment 4,,No,NON,743
Escambia,Precinct 56,Amendment 4,,No,NON,722
Escambia,Precinct 58,Amendment 4,,No,NON,468
Escambia,Precinct 60,Amendment 4,,No,NON,250
Escambia,Precinct 61,Amendment 4,,No,NON,878
Escambia,Precinct 62,Amendment 4,,No,NON,1040
Escambia,Precinct 63,Amendment 4,,No,NON,275
Escambia,Precinct 64,Amendment 4,,No,NON,990
Escambia,Precinct 67,Amendment 4,,No,NON,2293
Escambia,Precinct 68,Amendment 4,,No,NON,802
Escambia,Precinct 69,Amendment 4,,No,NON,1517
Escambia,Precinct 70,Amendment 4,,No,NON,898
Escambia,Precinct 71,Amendment 4,,No,NON,637
Escambia,Precinct 72,Amendment 4,,No,NON,398
Escambia,Precinct 73,Amendment 4,,No,NON,1442
Escambia,Precinct 74,Amendment 4,,No,NON,2021
Escambia,Precinct 75,Amendment 4,,No,NON,1221
Escambia,Precinct 77,Amendment 4,,No,NON,561
Escambia,Precinct 80,Amendment 4,,No,NON,357
Escambia,Precinct 82,Amendment 4,,No,NON,225
Escambia,Precinct 83,Amendment 4,,No,NON,690
Escambia,Precinct 86,Amendment 4,,No,NON,954
Escambia,Precinct 88,Amendment 4,,No,NON,669
Escambia,Precinct 90,Amendment 4,,No,NON,471
Escambia,Precinct 91,Amendment 4,,No,NON,2135
Escambia,Precinct 94,Amendment 4,,No,NON,1280
Escambia,Precinct 95,Amendment 4,,No,NON,804
Escambia,Precinct 97,Amendment 4,,No,NON,806
Escambia,Precinct 98,Amendment 4,,No,NON,1223
Escambia,Precinct 99,Amendment 4,,No,NON,478
Escambia,Precinct 101,Amendment 4,,No,NON,740
Escambia,Precinct 102,Amendment 4,,No,NON,850
Escambia,Precinct 103,Amendment 4,,No,NON,594
Escambia,Precinct 104,Amendment 4,,No,NON,595
Escambia,Precinct 105,Amendment 4,,No,NON,1910
Escambia,Precinct 106,Amendment 4,,No,NON,737
Escambia,Precinct 107,Amendment 4,,No,NON,1677
Escambia,Precinct 108,Amendment 4,,No,NON,1393
Escambia,Precinct 110,Amendment 4,,No,NON,415
Escambia,Precinct 111,Amendment 4,,No,NON,1253
Escambia,Precinct 112,Amendment 4,,No,NON,2353
Escambia,Precinct 113,Amendment 4,,No,NON,408
Escambia,Precinct 114,Amendment 4,,No,NON,1065
Escambia,Precinct 1,Amendment 5,,Yes,NON,2727
Escambia,Precinct 3,Amendment 5,,Yes,NON,1926
Escambia,Precinct 5,Amendment 5,,Yes,NON,1688
Escambia,Precinct 6,Amendment 5,,Yes,NON,943
Escambia,Precinct 7,Amendment 5,,Yes,NON,3555
Escambia,Precinct 11,Amendment 5,,Yes,NON,621
Escambia,Precinct 14,Amendment 5,,Yes,NON,1008
Escambia,Precinct 15,Amendment 5,,Yes,NON,1280
Escambia,Precinct 18,Amendment 5,,Yes,NON,289
Escambia,Precinct 19,Amendment 5,,Yes,NON,2289
Escambia,Precinct 21,Amendment 5,,Yes,NON,1638
Escambia,Precinct 22,Amendment 5,,Yes,NON,524
Escambia,Precinct 23,Amendment 5,,Yes,NON,406
Escambia,Precinct 24,Amendment 5,,Yes,NON,1931
Escambia,Precinct 25,Amendment 5,,Yes,NON,615
